,creation_time,clozed_text,question,answer,title,url,paragraph
189,Wed Jun 16 03:05:13 2021,What effect describes the phenomenon of an increase in IQ test scores for many populations?<br>{{c1::Flynn}},What effect describes the phenomenon of an increase in IQ test scores for many populations?,Flynn,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Flynn effect describes the phenomenon of an increase in IQ test scores for many populations at an average rate of three IQ points per decade since the early 20th century.
190,Wed Jun 16 03:05:16 2021,What is Fourier's law also known as?<br>{{c1::the law of heat conduction}},What is Fourier's law also known as?,the law of heat conduction,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fourier's law\, also known as the law of heat conduction\, states that the time rate of heat flow Q through a slab (or a portion of a perfectly insulated wire) is proportional to the gradient of temperature difference; named for Joseph Fourier."
191,Wed Jun 16 03:05:19 2021,What determines the meaning of a complex expression?<br>{{c1::the meanings of its constituent expressions and the rules used to combine them}},What determines the meaning of a complex expression?,the meanings of its constituent expressions and the rules used to combine them,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Frege's principle: The meaning of a complex expression is determined by the meanings of its constituent expressions and the rules used to combine them.
192,Wed Jun 16 03:05:23 2021,What does Gall's law say a complex system evolved from?<br>{{c1::a simple system}},What does Gall's law say a complex system evolved from?,a simple system,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gall's law: ""A complex system that works is invariably found to have evolved from a simple system that worked."""
193,Wed Jun 16 03:05:26 2021,What is the name of Gause's law?<br>{{c1::competitive exclusion principle}},What is the name of Gause's law?,competitive exclusion principle,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gause's law\, in ecology\, the competitive exclusion principle: ""complete competitors cannot coexist."""
194,Wed Jun 16 03:05:34 2021,Where is Gauss's law found?<br>{{c1::physics}},Where is Gauss's law found?,physics,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gauss's law\, in physics\, gives the relation between the electric flux flowing out a closed surface and the charge enclosed in the surface. It was formulated by Carl Friedrich Gauss. See also Gauss's law for gravity\, and Gauss's law for magnetism."
195,Wed Jun 16 03:05:34 2021,Who formulated Gauss's law?<br>{{c1::Carl Friedrich Gauss}},Who formulated Gauss's law?,Carl Friedrich Gauss,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gauss's law\, in physics\, gives the relation between the electric flux flowing out a closed surface and the charge enclosed in the surface. It was formulated by Carl Friedrich Gauss. See also Gauss's law for gravity\, and Gauss's law for magnetism."
196,Wed Jun 16 03:05:34 2021,What is Gauss's law for?<br>{{c1::magnetism}},What is Gauss's law for?,magnetism,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gauss's law\, in physics\, gives the relation between the electric flux flowing out a closed surface and the charge enclosed in the surface. It was formulated by Carl Friedrich Gauss. See also Gauss's law for gravity\, and Gauss's law for magnetism."
197,Wed Jun 16 03:05:39 2021,What is Gay-Lussac's law?<br>{{c1::pressure of a fixed mass and fixed volume of a gas is directly proportional to the gas's temperature}},What is Gay-Lussac's law?,pressure of a fixed mass and fixed volume of a gas is directly proportional to the gas's temperature,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gay-Lussac's law: ""The pressure of a fixed mass and fixed volume of a gas is directly proportional to the gas's temperature."""
198,Wed Jun 16 03:05:44 2021,What is the name of the amnesia effect?<br>{{c1::Gell-Mann}},What is the name of the amnesia effect?,Gell-Mann,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gell-Mann amnesia effect: Believing newspaper articles outside one's area of expertise\, even after acknowledging that neighboring articles in one's area of expertise are completely wrong."
199,Wed Jun 16 03:05:49 2021,"Who wrote ""An advantage should be taken in every situation, regardless of ethics""?<br>{{c1::Gérson}}","Who wrote ""An advantage should be taken in every situation, regardless of ethics""?",Gérson,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gérson's law: ""An advantage should be taken in every situation\, regardless of ethics."""
200,Wed Jun 16 03:05:53 2021,Whose law states that the size of a firm and its growth rate are independent?<br>{{c1::Gibrat}},Whose law states that the size of a firm and its growth rate are independent?,Gibrat,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gibrat's law: ""The size of a firm and its growth rate are independent."""
201,Wed Jun 16 03:05:59 2021,What law states that for every PhD there is an equal and opposite PhD?<br>{{c1::Gibson's law}},What law states that for every PhD there is an equal and opposite PhD?,Gibson's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gibson's law: ""For every PhD there is an equal and opposite PhD."""
202,Wed Jun 16 03:06:04 2021,What is Ginsberg's theorem based on?<br>{{c1::the laws of thermodynamics}},What is Ginsberg's theorem based on?,the laws of thermodynamics,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Ginsberg's theorem is a set of adages based on the laws of thermodynamics.
203,Wed Jun 16 03:06:11 2021,What is Godwin's law?<br>{{c1::a comparison involving Nazis or Hitler approaches one}},What is Godwin's law?,a comparison involving Nazis or Hitler approaches one,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Godwin's law\, an adage in Internet culture: ""As an online discussion grows longer\, the probability of a comparison involving Nazis or Hitler approaches one."" Coined by Mike Godwin in 1990."
204,Wed Jun 16 03:06:11 2021,Who coined Godwin's law?<br>{{c1::Mike Godwin}},Who coined Godwin's law?,Mike Godwin,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Godwin's law\, an adage in Internet culture: ""As an online discussion grows longer\, the probability of a comparison involving Nazis or Hitler approaches one."" Coined by Mike Godwin in 1990."
205,Wed Jun 16 03:06:17 2021,What law states that the death rate is the sum of an age-independent component and an age-dependent component?<br>{{c1::Gompertz–Makeham law of mortality}},What law states that the death rate is the sum of an age-independent component and an age-dependent component?,Gompertz–Makeham law of mortality,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Gompertz–Makeham law of mortality: the death rate is the sum of an age-independent component and an age-dependent component.
206,Wed Jun 16 03:06:23 2021,"What law states that when a measure becomes a target, it ceases to be a good measure?<br>{{c1::Goodhart's law}}","What law states that when a measure becomes a target, it ceases to be a good measure?",Goodhart's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Goodhart's law: When a measure becomes a target\, it ceases to be a good measure."
207,Wed Jun 16 03:06:29 2021,Who formulated Gossen's laws?<br>{{c1::Hermann Heinrich Gossen}},Who formulated Gossen's laws?,Hermann Heinrich Gossen,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gossen's laws are three laws in economics relating to utility and value\, formulated by Hermann Heinrich Gossen."
208,Wed Jun 16 03:06:29 2021,How many laws are there in economics?<br>{{c1::three}},How many laws are there in economics?,three,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Gossen's laws are three laws in economics relating to utility and value\, formulated by Hermann Heinrich Gossen."
209,Wed Jun 16 03:06:39 2021,Graham's law is a gas law in what discipline?<br>{{c1::physics}},Graham's law is a gas law in what discipline?,physics,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Graham's law\, a gas law in physics: the average kinetic energy of the molecules of two samples of different gases at the same temperature is identical. It is named for Thomas Graham (1805–1869)\, who formulated it."
210,Wed Jun 16 03:06:39 2021,Who is Graham's law named after?<br>{{c1::Thomas Graham}},Who is Graham's law named after?,Thomas Graham,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Graham's law\, a gas law in physics: the average kinetic energy of the molecules of two samples of different gases at the same temperature is identical. It is named for Thomas Graham (1805–1869)\, who formulated it."
211,Wed Jun 16 03:06:39 2021,When was Graham's law formulated?<br>{{c1::1805–1869}},When was Graham's law formulated?,1805–1869,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Graham's law\, a gas law in physics: the average kinetic energy of the molecules of two samples of different gases at the same temperature is identical. It is named for Thomas Graham (1805–1869)\, who formulated it."
212,Wed Jun 16 03:06:49 2021,What dissimilatory phonological process states that if an aspirated consonant is followed by another aspirated consonant<br>{{c1::Grassmann's law}},What dissimilatory phonological process states that if an aspirated consonant is followed by another aspirated consonant,Grassmann's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Grassmann's law: A dissimilatory phonological process in Ancient Greek and Sanskrit which states that if an aspirated consonant is followed by another aspirated consonant in the next syllable\, the first one loses the aspiration. Named after its discoverer Hermann Grassmann."
213,Wed Jun 16 03:06:49 2021,Who was the discoverer of Grassmann's law?<br>{{c1::Hermann Grassmann}},Who was the discoverer of Grassmann's law?,Hermann Grassmann,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Grassmann's law: A dissimilatory phonological process in Ancient Greek and Sanskrit which states that if an aspirated consonant is followed by another aspirated consonant in the next syllable\, the first one loses the aspiration. Named after its discoverer Hermann Grassmann."
